pair_id,algo,x,y
301,RRT,48.92,65.11
301,RRT,45.95,65.49
301,RRT,43.06,66.31
301,RRT,40.47,64.79
301,RRT,37.51,65.3
301,RRT,36.67,68.18
301,RRT,33.79,68.99
301,RRT,33.56,71.98
301,RRT,30.92,73.4
301,RRT,27.92,73.52
301,RRT,25.56,75.37
301,RRT,22.59,74.94
301,RRT,19.62,74.52
301,RRT,16.65,74.09
301,RRT,16.0,74.0
302,RRT,24.0,93.0
302,RRT,24.57,90.05
302,RRT,25.67,87.26
302,RRT,28.63,86.73
302,RRT,28.31,83.75
302,RRT,26.97,81.07
302,RRT,25.69,78.35
302,RRT,24.79,75.49
302,RRT,23.99,72.6
302,RRT,23.42,69.65
302,RRT,21.93,67.05
302,RRT,22.57,64.12
302,RRT,24.06,61.52
302,RRT,24.64,58.57
302,RRT,24.87,55.58
302,RRT,22.46,53.79
302,RRT,19.47,53.56
302,RRT,18.14,50.87
302,RRT,17.43,47.96
302,RRT,17.58,44.96
302,RRT,19.09,42.37
302,RRT,21.12,40.16
302,RRT,20.95,37.16
302,RRT,22.31,34.49
302,RRT,24.4,32.34
302,RRT,25.4,29.51
302,RRT,25.76,26.53
302,RRT,28.75,26.69
302,RRT,30.88,24.58
302,RRT,33.19,22.67
302,RRT,36.18,22.94
302,RRT,39.15,23.35
302,RRT,41.75,21.85
302,RRT,41.9,18.86
302,RRT,42.66,15.95
302,RRT,41.45,13.21
302,RRT,44.22,12.07
302,RRT,47.08,11.17
302,RRT,50.0,10.46
302,RRT,53.0,10.34
302,RRT,55.74,11.55
302,RRT,58.62,10.72
302,RRT,61.6,11.1
302,RRT,63.9,9.17
302,RRT,66.85,8.61
302,RRT,69.52,7.25
302,RRT,72.51,6.99
302,RRT,72.15,9.58
302,RRT,71.6,12.52
302,RRT,73.41,14.91
302,RRT,72.05,15.72
302,RRT,70.68,16.75
302,RRT,72.38,19.22
302,RRT,74.96,20.75
302,RRT,75.78,23.55
302,RRT,78.21,25.3
302,RRT,78.73,28.62
302,RRT,78.45,31.61
302,RRT,77.93,34.56
302,RRT,78.64,37.48
302,RRT,77.87,40.43
302,RRT,80.0,43.0
302,RRT,80.0,43.0
303,RRT,76.0,16.0
303,RRT,74.15,18.36
303,RRT,74.04,21.69
303,RRT,71.37,23.06
303,RRT,69.35,25.28
303,RRT,66.38,25.65
303,RRT,64.37,27.88
303,RRT,62.17,29.92
303,RRT,60.23,32.21
303,RRT,60.29,35.21
303,RRT,61.68,37.87
303,RRT,64.23,39.45
303,RRT,62.81,42.09
303,RRT,64.35,44.66
303,RRT,62.77,47.21
303,RRT,63.27,50.17
303,RRT,65.85,51.7
303,RRT,67.96,53.83
303,RRT,69.97,56.06
303,RRT,72.94,56.47
303,RRT,74.1,59.23
303,RRT,77.1,59.45
303,RRT,79.06,61.72
303,RRT,81.59,63.32
303,RRT,83.29,65.79
303,RRT,86.21,66.5
303,RRT,89.09,67.32
303,RRT,91.98,68.14
303,RRT,95.0,69.0
303,RRT,95.0,69.0
304,RRT,96.0,37.0
304,RRT,93.05,36.44
304,RRT,92.98,33.44
304,RRT,90.32,32.07
304,RRT,87.44,32.92
304,RRT,84.45,33.15
304,RRT,81.49,32.66
304,RRT,78.58,31.92
304,RRT,77.03,34.49
304,RRT,76.83,37.48
304,RRT,75.89,40.33
304,RRT,76.35,43.29
304,RRT,75.76,46.23
304,RRT,73.23,47.84
304,RRT,71.04,49.89
304,RRT,68.31,51.13
304,RRT,66.07,53.12
304,RRT,65.0,55.93
304,RRT,62.77,57.94
304,RRT,59.95,58.97
304,RRT,57.22,57.74
304,RRT,54.45,58.91
304,RRT,51.51,58.36
304,RRT,49.62,60.69
304,RRT,47.06,62.26
304,RRT,47.16,65.26
304,RRT,44.35,66.33
304,RRT,42.72,68.84
304,RRT,44.53,71.54
304,RRT,42.33,73.58
304,RRT,43.26,76.44
304,RRT,45.12,78.79
304,RRT,45.81,81.71
304,RRT,48.08,83.67
304,RRT,50.88,84.74
304,RRT,49.62,87.47
304,RRT,46.99,88.91
304,RRT,48.0,91.0
305,RRT,62.0,59.0
305,RRT,60.72,56.29
305,RRT,57.91,55.24
305,RRT,56.58,52.55
305,RRT,56.74,49.56
305,RRT,57.82,46.76
305,RRT,56.44,44.09
305,RRT,57.81,41.42
305,RRT,58.61,38.52
305,RRT,55.98,37.08
305,RRT,56.96,34.25
305,RRT,56.18,31.35
305,RRT,58.87,30.04
305,RRT,59.74,27.17
305,RRT,57.38,25.31
305,RRT,54.82,23.74
305,RRT,55.4,20.8
305,RRT,54.9,17.84
305,RRT,52.43,16.14
305,RRT,49.44,15.87
305,RRT,46.48,15.37
305,RRT,43.51,15.75
305,RRT,41.12,13.93
305,RRT,38.15,14.38
305,RRT,35.85,12.46
305,RRT,32.87,12.06
305,RRT,31.21,9.56
305,RRT,28.5,8.28
305,RRT,25.5,8.46
305,RRT,22.5,8.4
305,RRT,19.51,8.34
305,RRT,16.51,8.28
305,RRT,13.51,8.05
305,RRT,11.03,9.72
305,RRT,8.09,9.09
305,RRT,5.16,8.46
305,RRT,3.0,8.0
306,RRT,94.0,36.0
306,RRT,94.3,38.99
306,RRT,94.23,41.98
306,RRT,91.75,43.66
306,RRT,88.83,44.36
306,RRT,87.18,46.87
306,RRT,84.19,46.78
306,RRT,82.17,44.56
306,RRT,79.17,44.74
306,RRT,77.89,47.46
306,RRT,78.01,50.46
306,RRT,78.54,53.41
306,RRT,76.99,55.97
306,RRT,74.16,56.98
306,RRT,71.19,56.6
306,RRT,68.19,56.79
306,RRT,65.46,58.01
306,RRT,64.62,60.89
306,RRT,62.02,62.4
306,RRT,61.45,65.34
306,RRT,61.98,68.29
306,RRT,64.92,68.9
306,RRT,66.5,71.45
306,RRT,66.23,74.43
306,RRT,64.84,77.1
306,RRT,64.2,80.03
306,RRT,62.71,82.63
306,RRT,61.21,85.23
306,RRT,59.71,87.82
306,RRT,56.71,87.83
306,RRT,56.1,90.76
306,RRT,55.48,93.7
306,RRT,55.0,96.0
307,RRT,80.0,43.0
307,RRT,77.26,44.23
307,RRT,74.27,44.03
307,RRT,71.56,42.73
307,RRT,69.58,44.98
307,RRT,66.96,46.45
307,RRT,64.08,45.6
307,RRT,62.26,47.99
307,RRT,60.32,50.28
307,RRT,59.35,53.12
307,RRT,57.05,55.05
307,RRT,58.67,57.57
307,RRT,60.43,60.0
307,RRT,62.81,61.83
307,RRT,63.63,64.71
307,RRT,66.39,65.89
307,RRT,69.39,65.72
307,RRT,72.22,66.69
307,RRT,75.22,66.68
307,RRT,75.16,64.99
307,RRT,78.02,64.06
307,RRT,80.75,65.29
307,RRT,83.71,65.79
307,RRT,84.28,68.73
307,RRT,87.24,69.23
307,RRT,90.14,70.0
307,RRT,91.94,67.6
307,RRT,94.78,68.58
307,RRT,97.01,70.58
307,RRT,96.68,73.56
307,RRT,96.26,76.54
307,RRT,94.36,78.86
307,RRT,92.5,81.21
307,RRT,89.82,82.56
307,RRT,88.13,85.04
307,RRT,86.43,87.52
307,RRT,84.74,89.99
307,RRT,83.05,92.47
307,RRT,82.0,94.0
308,RRT,23.0,71.0
308,RRT,25.48,72.69
308,RRT,27.13,70.19
308,RRT,30.07,70.76
308,RRT,33.06,70.54
308,RRT,36.05,70.26
308,RRT,38.98,69.62
308,RRT,39.51,72.57
308,RRT,42.48,73.03
308,RRT,42.04,76.0
308,RRT,42.11,79.0
308,RRT,42.84,79.49
308,RRT,44.14,80.5
308,RRT,45.53,83.16
308,RRT,46.96,85.8
308,RRT,49.13,87.87
308,RRT,52.13,87.67
308,RRT,55.12,87.47
308,RRT,58.11,87.27
308,RRT,58.55,84.3
308,RRT,61.55,84.2
308,RRT,64.54,83.96
308,RRT,67.47,83.33
308,RRT,70.46,83.12
308,RRT,73.21,84.33
308,RRT,75.87,82.95
308,RRT,77.0,86.0
308,RRT,77.0,86.0
309,RRT,20.0,46.0
309,RRT,22.88,45.15
309,RRT,25.85,45.52
309,RRT,25.88,48.52
309,RRT,24.7,50.04
309,RRT,22.04,51.57
309,RRT,19.09,52.12
309,RRT,16.69,53.92
309,RRT,16.39,54.87
309,RRT,14.22,56.94
309,RRT,11.27,57.48
309,RRT,9.14,59.59
309,RRT,9.97,62.47
309,RRT,9.52,65.44
309,RRT,8.79,68.35
309,RRT,6.34,70.09
309,RRT,6.21,73.09
309,RRT,7.81,75.63
309,RRT,6.18,78.14
309,RRT,6.52,81.12
309,RRT,8.68,83.21
309,RRT,6.77,85.52
309,RRT,7.07,88.51
309,RRT,10.01,87.87
309,RRT,13.0,88.02
309,RRT,15.92,88.73
309,RRT,18.91,88.56
309,RRT,21.81,87.8
309,RRT,22.13,84.82
309,RRT,25.12,84.99
309,RRT,28.12,85.15
309,RRT,31.05,85.79
309,RRT,33.15,87.93
309,RRT,35.91,86.75
309,RRT,38.87,87.22
309,RRT,41.84,86.77
309,RRT,44.83,86.98
309,RRT,47.33,85.31
309,RRT,50.25,85.97
309,RRT,53.24,85.68
309,RRT,56.13,84.87
309,RRT,59.01,85.7
309,RRT,61.9,86.52
309,RRT,64.83,85.91
309,RRT,67.68,86.86
309,RRT,70.33,85.45
309,RRT,71.33,82.62
309,RRT,70.54,79.73
309,RRT,67.82,78.46
309,RRT,68.34,75.5
309,RRT,66.55,73.09
309,RRT,68.49,70.8
309,RRT,71.47,70.44
309,RRT,70.93,67.48
309,RRT,69.25,65.0
309,RRT,70.59,62.31
309,RRT,73.03,60.57
309,RRT,72.86,57.57
309,RRT,71.87,55.99
309,RRT,71.11,54.7
309,RRT,73.73,53.23
309,RRT,71.79,50.95
309,RRT,73.98,48.9
309,RRT,76.94,49.42
309,RRT,79.77,48.44
309,RRT,82.45,49.8
309,RRT,83.38,52.65
309,RRT,86.38,52.52
309,RRT,89.28,53.28
309,RRT,91.42,55.37
309,RRT,93.24,57.76
309,RRT,96.16,58.44
309,RRT,95.18,61.28
309,RRT,95.8,64.21
309,RRT,95.79,67.21
309,RRT,96.47,70.14
309,RRT,93.83,71.57
309,RRT,94.36,74.52
309,RRT,94.42,77.52
309,RRT,94.63,80.51
309,RRT,95.25,83.45
309,RRT,92.49,84.61
309,RRT,93.13,87.54
309,RRT,94.2,90.35
309,RRT,94.62,93.32
309,RRT,95.0,96.0
310,RRT,94.0,72.0
310,RRT,91.07,71.33
310,RRT,88.91,73.41
310,RRT,85.91,73.42
310,RRT,83.22,72.07
310,RRT,80.23,72.23
310,RRT,77.26,71.77
310,RRT,74.81,70.04
310,RRT,71.87,70.63
310,RRT,69.74,68.52
310,RRT,66.77,68.96
310,RRT,63.78,69.25
310,RRT,63.28,72.21
310,RRT,61.2,74.36
310,RRT,58.54,75.76
310,RRT,55.55,76.0
310,RRT,53.23,74.1
310,RRT,50.65,72.58
310,RRT,49.39,69.86
310,RRT,47.77,67.33
310,RRT,47.71,64.33
310,RRT,46.75,61.49
310,RRT,44.88,59.15
310,RRT,44.4,56.19
310,RRT,44.95,53.24
310,RRT,44.96,50.24
310,RRT,44.39,47.29
310,RRT,46.25,44.93
310,RRT,44.38,42.58
310,RRT,44.31,39.58
310,RRT,43.59,36.67
310,RRT,44.29,33.76
310,RRT,47.25,33.29
310,RRT,47.67,30.32
310,RRT,50.51,29.35
310,RRT,51.72,26.61
310,RRT,54.63,25.88
310,RRT,57.54,25.14
310,RRT,60.47,25.8
310,RRT,63.32,24.86
310,RRT,66.29,24.45
310,RRT,69.09,23.39
310,RRT,70.86,25.81
310,RRT,73.7,24.85
310,RRT,75.69,22.61
310,RRT,78.0,20.0
310,RRT,78.0,20.0
311,RRT,47.0,64.0
311,RRT,44.73,65.96
311,RRT,41.78,65.45
311,RRT,39.42,67.3
311,RRT,36.54,68.15
311,RRT,34.15,66.34
311,RRT,31.64,64.7
311,RRT,30.72,61.84
311,RRT,29.4,59.15
311,RRT,28.5,56.29
311,RRT,27.28,53.55
311,RRT,28.33,50.74
311,RRT,29.16,47.85
311,RRT,29.14,44.85
311,RRT,28.15,42.02
311,RRT,28.88,39.11
311,RRT,30.68,36.71
311,RRT,28.21,35.01
311,RRT,30.1,32.68
311,RRT,32.86,31.49
311,RRT,35.14,29.54
311,RRT,37.47,27.66
311,RRT,40.39,26.95
311,RRT,43.28,26.15
311,RRT,46.26,25.84
311,RRT,48.51,27.83
311,RRT,51.51,27.96
311,RRT,53.32,25.57
311,RRT,56.25,24.9
311,RRT,59.12,24.03
311,RRT,61.69,25.59
311,RRT,63.62,23.29
311,RRT,63.73,20.29
311,RRT,66.67,19.68
311,RRT,69.6,19.06
311,RRT,72.13,17.44
311,RRT,73.15,20.27
311,RRT,75.16,22.5
311,RRT,78.16,22.63
311,RRT,80.23,24.8
311,RRT,82.23,22.56
311,RRT,84.67,20.82
311,RRT,86.46,18.41
311,RRT,88.25,16.01
311,RRT,89.0,15.0
312,RRT,64.0,70.0
312,RRT,64.25,67.01
312,RRT,63.0,64.28
312,RRT,62.57,61.31
312,RRT,60.62,59.03
312,RRT,59.92,56.11
312,RRT,59.02,53.25
312,RRT,61.57,51.67
312,RRT,60.15,49.03
312,RRT,57.74,47.23
312,RRT,55.72,45.02
312,RRT,53.85,42.67
312,RRT,50.91,42.05
312,RRT,48.26,40.66
312,RRT,45.94,42.56
312,RRT,43.33,44.04
312,RRT,40.46,43.16
312,RRT,37.49,43.55
312,RRT,35.5,41.3
312,RRT,33.07,39.55
312,RRT,30.33,40.78
312,RRT,27.33,40.88
312,RRT,25.59,43.32
312,RRT,24.66,46.18
312,RRT,24.21,49.14
312,RRT,21.65,50.72
312,RRT,19.95,53.19
312,RRT,17.23,51.92
312,RRT,15.06,53.99
312,RRT,13.37,56.47
312,RRT,12.25,59.25
312,RRT,9.86,60.08
312,RRT,8.62,62.82
312,RRT,10.36,65.26
312,RRT,8.13,67.27
312,RRT,5.67,68.99
312,RRT,5.6,71.98
312,RRT,6.38,74.88
312,RRT,5.67,77.8
312,RRT,4.3,80.46
312,RRT,2.88,83.02
312,RRT,5.82,83.58
312,RRT,6.78,86.43
312,RRT,7.74,89.27
312,RRT,8.69,92.11
312,RRT,9.65,94.96
312,RRT,10.0,96.0
313,RRT,84.0,83.0
313,RRT,82.97,80.18
313,RRT,80.12,81.1
313,RRT,79.28,83.98
313,RRT,78.72,86.93
313,RRT,75.88,87.89
313,RRT,73.24,89.31
313,RRT,71.67,91.87
313,RRT,68.67,91.86
313,RRT,65.88,90.76
313,RRT,62.9,90.43
313,RRT,60.13,91.6
313,RRT,57.14,91.78
313,RRT,54.18,92.31
313,RRT,51.25,92.91
313,RRT,48.36,92.09
313,RRT,45.48,91.25
313,RRT,42.63,92.19
313,RRT,39.64,92.32
313,RRT,37.22,90.54
313,RRT,37.07,87.95
313,RRT,40.04,88.36
313,RRT,42.04,86.12
313,RRT,40.47,83.57
313,RRT,39.46,80.74
313,RRT,37.02,79.0
313,RRT,34.72,77.07
313,RRT,32.08,75.64
313,RRT,29.36,76.91
313,RRT,27.44,74.61
313,RRT,24.47,74.99
313,RRT,22.6,77.34
313,RRT,24.17,79.89
313,RRT,22.48,82.38
313,RRT,20.15,84.26
313,RRT,18.85,86.97
313,RRT,16.25,88.45
313,RRT,15.57,91.37
313,RRT,13.73,93.75
313,RRT,12.56,94.44
313,RRT,10.73,92.06
313,RRT,8.36,90.22
313,RRT,5.45,90.96
313,RRT,4.94,88.01
313,RRT,4.23,85.09
313,RRT,3.95,82.11
313,RRT,4.15,79.11
313,RRT,4.37,76.12
313,RRT,4.2,73.13
313,RRT,4.89,70.21
313,RRT,4.39,67.25
313,RRT,5.62,64.51
313,RRT,5.38,61.52
313,RRT,5.78,58.55
313,RRT,6.01,55.56
313,RRT,5.83,52.56
313,RRT,7.18,49.88
313,RRT,7.45,46.89
313,RRT,7.4,43.89
313,RRT,9.91,42.24
313,RRT,10.72,39.35
313,RRT,9.34,36.69
313,RRT,8.77,33.74
313,RRT,8.35,30.77
313,RRT,10.27,28.48
313,RRT,8.82,25.85
313,RRT,8.15,22.93
313,RRT,8.96,20.04
313,RRT,10.01,17.23
313,RRT,10.76,14.33
313,RRT,13.33,12.78
313,RRT,16.2,11.91
313,RRT,19.2,11.91
313,RRT,22.03,10.91
313,RRT,25.02,10.59
313,RRT,26.19,13.35
313,RRT,27.06,16.22
313,RRT,27.95,19.08
313,RRT,30.16,21.11
313,RRT,31.95,23.52
313,RRT,33.74,25.92
313,RRT,35.54,28.33
313,RRT,36.39,31.21
313,RRT,38.47,33.36
313,RRT,41.39,34.08
313,RRT,42.0,37.0
314,RRT,58.0,83.0
314,RRT,56.09,80.69
314,RRT,55.99,77.69
314,RRT,53.85,75.59
314,RRT,52.27,78.15
314,RRT,50.81,80.77
314,RRT,49.53,83.29
314,RRT,46.58,82.77
314,RRT,43.59,82.99
314,RRT,40.91,84.34
314,RRT,37.93,83.97
314,RRT,35.37,85.54
314,RRT,32.56,86.59
314,RRT,29.6,87.07
314,RRT,26.63,87.55
314,RRT,24.93,85.08
314,RRT,24.47,82.12
314,RRT,21.51,81.64
314,RRT,18.51,81.61
314,RRT,19.47,80.77
314,RRT,20.56,77.97
314,RRT,17.89,76.6
314,RRT,15.34,75.01
314,RRT,12.42,74.34
314,RRT,9.69,73.1
314,RRT,6.97,71.83
314,RRT,5.46,69.24
314,RRT,7.17,66.38
314,RRT,9.62,64.81
314,RRT,11.21,62.27
314,RRT,12.0,61.0
315,RRT,26.0,71.0
315,RRT,28.74,72.23
315,RRT,31.28,70.64
315,RRT,33.0,68.18
315,RRT,35.59,66.68
315,RRT,37.93,68.56
315,RRT,40.91,68.92
315,RRT,43.55,67.5
315,RRT,45.77,65.47
315,RRT,48.36,66.98
315,RRT,50.97,65.5
315,RRT,52.48,62.9
315,RRT,55.47,63.01
315,RRT,57.78,64.93
315,RRT,60.67,65.73
315,RRT,63.6,66.39
315,RRT,65.51,64.08
315,RRT,68.25,65.31
315,RRT,71.25,65.22
315,RRT,72.93,67.7
315,RRT,75.86,67.06
315,RRT,77.26,69.71
315,RRT,80.06,70.79
315,RRT,82.96,70.04
315,RRT,83.69,72.95
315,RRT,84.43,75.85
315,RRT,85.16,78.76
315,RRT,85.9,81.67
315,RRT,86.63,84.58
315,RRT,87.37,87.49
315,RRT,88.0,90.0
316,RRT,92.0,94.0
316,RRT,89.0,93.84
316,RRT,87.06,91.56
316,RRT,88.05,88.73
316,RRT,87.11,85.88
316,RRT,84.62,84.21
316,RRT,86.01,81.56
316,RRT,86.2,78.56
316,RRT,84.37,76.19
316,RRT,82.25,74.06
316,RRT,82.2,71.06
316,RRT,79.2,71.06
316,RRT,76.77,69.32
316,RRT,74.69,67.15
316,RRT,72.53,65.07
316,RRT,69.88,63.67
316,RRT,66.89,63.92
316,RRT,64.02,64.8
316,RRT,63.31,61.89
316,RRT,60.72,60.38
316,RRT,57.76,60.86
316,RRT,54.98,59.72
316,RRT,52.1,60.55
316,RRT,49.1,60.62
316,RRT,47.15,62.9
316,RRT,44.54,64.38
316,RRT,42.45,66.53
316,RRT,39.61,67.5
316,RRT,36.62,67.26
316,RRT,34.06,65.69
316,RRT,31.06,65.79
316,RRT,28.44,67.23
316,RRT,26.3,65.13
316,RRT,24.34,62.85
316,RRT,22.17,60.79
316,RRT,19.17,60.83
316,RRT,18.98,57.94
316,RRT,16.85,55.83
316,RRT,15.0,54.0
317,RRT,71.0,16.0
317,RRT,71.74,18.91
317,RRT,71.34,21.88
317,RRT,68.81,23.5
317,RRT,67.5,26.2
317,RRT,65.64,28.55
317,RRT,67.22,31.1
317,RRT,67.05,34.09
317,RRT,65.96,36.89
317,RRT,66.11,39.89
317,RRT,65.81,42.87
317,RRT,63.35,44.58
317,RRT,60.36,44.87
317,RRT,58.31,47.06
317,RRT,55.66,45.66
317,RRT,53.84,48.05
317,RRT,50.92,48.72
317,RRT,47.92,48.65
317,RRT,45.52,50.44
317,RRT,46.1,53.38
317,RRT,47.43,56.07
317,RRT,44.66,57.23
317,RRT,45.08,60.19
317,RRT,43.82,62.92
317,RRT,41.98,65.29
317,RRT,43.95,67.56
317,RRT,46.58,69.0
317,RRT,45.89,71.92
317,RRT,44.21,74.41
317,RRT,41.46,75.62
317,RRT,38.69,76.76
317,RRT,35.87,77.77
317,RRT,32.89,77.44
317,RRT,31.43,74.81
317,RRT,29.15,72.86
317,RRT,26.73,71.09
317,RRT,23.94,69.99
317,RRT,23.66,67.0
317,RRT,26.0,65.0
317,RRT,26.0,65.0
318,RRT,45.0,9.0
318,RRT,45.02,12.0
318,RRT,42.99,14.21
318,RRT,43.9,17.07
318,RRT,41.45,18.81
318,RRT,39.15,20.74
318,RRT,37.79,23.41
318,RRT,39.86,25.58
318,RRT,39.98,28.57
318,RRT,39.4,31.52
318,RRT,40.3,34.38
318,RRT,38.83,36.99
318,RRT,37.83,39.82
318,RRT,35.87,42.09
318,RRT,33.71,44.16
318,RRT,32.42,46.87
318,RRT,32.45,49.87
318,RRT,34.31,52.22
318,RRT,36.41,54.37
318,RRT,38.81,56.17
318,RRT,41.54,57.42
318,RRT,44.14,58.91
318,RRT,47.12,59.27
318,RRT,50.06,59.83
318,RRT,52.56,61.5
318,RRT,54.97,63.28
318,RRT,57.95,62.92
318,RRT,60.57,61.46
318,RRT,62.63,59.28
318,RRT,64.9,61.24
318,RRT,66.17,63.95
318,RRT,68.96,65.07
318,RRT,70.4,67.7
318,RRT,73.12,68.96
318,RRT,76.09,68.49
318,RRT,78.46,66.66
318,RRT,81.26,65.57
318,RRT,83.4,67.67
318,RRT,85.45,69.86
318,RRT,85.12,72.84
318,RRT,84.31,75.73
318,RRT,87.17,76.61
318,RRT,90.04,77.48
318,RRT,92.08,75.28
318,RRT,93.93,77.64
318,RRT,95.0,79.0
319,RRT,74.0,47.0
319,RRT,74.87,44.13
319,RRT,74.44,41.16
319,RRT,71.81,39.72
319,RRT,68.81,39.66
319,RRT,68.77,36.66
319,RRT,66.37,34.87
319,RRT,64.07,32.94
319,RRT,63.06,32.01
319,RRT,64.54,29.4
319,RRT,66.37,27.02
319,RRT,66.86,24.06
319,RRT,67.23,21.09
319,RRT,68.85,18.56
319,RRT,66.28,17.01
319,RRT,63.31,17.41
319,RRT,60.31,17.22
319,RRT,57.38,16.59
319,RRT,54.43,17.13
319,RRT,51.97,18.85
319,RRT,49.16,19.91
319,RRT,47.18,22.16
319,RRT,46.24,25.0
319,RRT,43.38,25.92
319,RRT,40.7,24.57
319,RRT,37.86,23.6
319,RRT,36.44,26.24
319,RRT,34.16,28.19
319,RRT,32.31,30.55
319,RRT,30.46,32.92
319,RRT,27.8,31.53
319,RRT,25.29,33.17
319,RRT,22.37,33.86
319,RRT,21.67,36.78
319,RRT,18.73,36.22
319,RRT,16.78,38.51
319,RRT,17.33,41.46
319,RRT,14.37,41.98
319,RRT,13.96,44.95
319,RRT,13.64,45.5
319,RRT,12.71,48.36
319,RRT,15.01,50.29
319,RRT,17.79,51.4
319,RRT,20.3,53.05
319,RRT,18.74,55.61
319,RRT,20.08,58.29
319,RRT,22.59,59.94
319,RRT,25.14,61.51
319,RRT,25.04,64.51
319,RRT,25.49,67.47
319,RRT,26.14,70.4
319,RRT,23.46,71.76
319,RRT,23.0,72.0
320,RRT,21.0,23.0
320,RRT,23.66,24.39
320,RRT,26.44,23.27
320,RRT,29.38,23.88
320,RRT,32.0,25.34
320,RRT,34.41,23.56
320,RRT,36.24,25.93
320,RRT,39.15,26.68
320,RRT,40.39,23.94
320,RRT,42.89,22.28
320,RRT,45.42,20.68
320,RRT,48.41,21.0
320,RRT,48.35,18.0
320,RRT,50.19,15.64
320,RRT,53.07,14.81
320,RRT,55.27,16.85
320,RRT,57.7,18.61
320,RRT,60.21,20.25
320,RRT,61.85,22.77
320,RRT,63.63,25.18
320,RRT,65.42,27.58
320,RRT,66.0,30.53
320,RRT,68.68,31.88
320,RRT,71.04,30.04
320,RRT,74.02,30.42
320,RRT,76.15,28.31
320,RRT,78.91,29.48
320,RRT,79.92,32.31
320,RRT,81.49,31.6
320,RRT,83.7,33.63
320,RRT,86.6,32.85
320,RRT,88.56,30.58
320,RRT,90.94,32.41
320,RRT,88.9,33.68
320,RRT,90.44,36.26
320,RRT,93.35,36.97
320,RRT,92.67,39.89
320,RRT,91.45,42.63
320,RRT,90.31,45.41
320,RRT,88.94,48.08
320,RRT,88.79,51.07
320,RRT,90.51,53.53
320,RRT,91.1,56.47
320,RRT,90.06,59.28
320,RRT,90.17,62.28
320,RRT,91.2,65.1
320,RRT,91.71,68.05
320,RRT,89.87,70.42
320,RRT,86.89,70.08
320,RRT,84.23,71.47
320,RRT,81.47,72.66
320,RRT,78.79,71.32
320,RRT,76.1,72.65
320,RRT,73.13,72.25
320,RRT,71.43,74.73
320,RRT,68.49,75.32
320,RRT,65.56,74.67
320,RRT,62.84,75.93
320,RRT,60.37,77.64
320,RRT,57.61,78.81
320,RRT,54.64,79.24
320,RRT,53.35,81.95
320,RRT,50.95,83.76
320,RRT,48.21,84.96
320,RRT,45.39,83.94
320,RRT,44.6,86.83
320,RRT,44.0,89.0
321,RRT,22.0,68.0
321,RRT,24.98,68.37
321,RRT,27.35,70.21
321,RRT,29.86,71.85
321,RRT,32.77,72.57
321,RRT,35.76,72.84
321,RRT,37.48,70.38
321,RRT,40.29,69.35
321,RRT,43.28,69.62
321,RRT,45.74,67.89
321,RRT,48.7,67.43
321,RRT,50.62,65.12
321,RRT,51.11,62.17
321,RRT,52.83,59.71
321,RRT,51.91,56.85
321,RRT,51.64,53.86
321,RRT,51.36,50.88
321,RRT,49.09,48.91
321,RRT,49.02,45.91
321,RRT,50.46,43.28
321,RRT,48.28,41.22
321,RRT,45.71,39.67
321,RRT,42.71,39.72
321,RRT,39.9,40.78
321,RRT,37.0,40.01
321,RRT,35.55,41.57
321,RRT,32.93,40.11
321,RRT,29.93,40.21
321,RRT,27.61,42.11
321,RRT,25.06,40.53
321,RRT,24.08,37.69
321,RRT,23.31,34.79
321,RRT,24.05,31.89
321,RRT,21.93,29.77
321,RRT,20.59,27.08
321,RRT,19.36,24.34
321,RRT,17.88,21.73
321,RRT,18.39,18.78
321,RRT,19.45,15.97
321,RRT,22.41,15.47
321,RRT,25.34,16.1
321,RRT,28.34,16.15
321,RRT,31.31,16.58
321,RRT,34.3,16.82
321,RRT,36.7,18.62
321,RRT,39.35,17.2
321,RRT,41.86,18.85
321,RRT,44.17,16.93
321,RRT,47.02,15.99
321,RRT,48.99,18.25
321,RRT,50.85,20.6
321,RRT,53.3,18.86
321,RRT,55.13,16.48
321,RRT,55.63,13.53
321,RRT,57.84,11.49
321,RRT,60.81,11.9
321,RRT,63.79,11.51
321,RRT,66.52,10.27
321,RRT,68.99,8.58
321,RRT,71.99,8.63
321,RRT,73.71,6.17
321,RRT,76.55,7.12
321,RRT,79.4,8.08
321,RRT,82.24,9.04
321,RRT,85.22,8.65
321,RRT,87.91,9.98
321,RRT,90.9,9.92
321,RRT,92.11,12.66
321,RRT,94.0,13.0
322,RRT,8.0,48.0
322,RRT,10.72,46.73
322,RRT,13.56,45.77
322,RRT,15.08,48.35
322,RRT,17.28,50.39
322,RRT,19.9,51.85
322,RRT,22.6,50.55
322,RRT,25.2,49.04
322,RRT,27.09,46.71
322,RRT,29.74,48.11
322,RRT,32.71,47.67
322,RRT,35.26,46.09
322,RRT,37.79,47.71
322,RRT,40.18,45.9
322,RRT,42.59,44.11
322,RRT,45.54,44.64
322,RRT,48.54,44.51
322,RRT,50.36,42.13
322,RRT,52.82,40.41
322,RRT,55.59,41.56
322,RRT,57.16,39.01
322,RRT,59.18,36.79
322,RRT,59.02,33.8
322,RRT,60.94,31.49
322,RRT,63.0,29.0
322,RRT,63.0,29.0
323,RRT,7.0,68.0
323,RRT,9.64,69.42
323,RRT,12.55,68.68
